Operacja;Typ;N;Nasycenie;Srednia_ms;Odchylenie_ms
sortowanie;Lista Nastepnikow;1000;0.10;3.7787;0.1308
sortowanie;Lista Nastepnikow;1000;0.20;6.7628;0.1564
sortowanie;Lista Nastepnikow;1000;0.30;9.8100;0.4018
sortowanie;Lista Nastepnikow;1000;0.40;12.7243;0.1341
sortowanie;Lista Nastepnikow;1000;0.50;16.1286;0.9143
sortowanie;Lista Nastepnikow;1000;0.60;19.0454;1.0390
sortowanie;Lista Nastepnikow;1000;0.70;24.0388;2.6091
sortowanie;Lista Nastepnikow;1000;0.80;25.0844;0.6558
sortowanie;Lista Nastepnikow;1000;0.90;27.8431;0.4427
