Operacja;Typ;N;Nasycenie;Srednia_ms;Odchylenie_ms
sortowanie;Lista Krawedzi;1000;0.10;2998.0514;167.9648
sortowanie;Lista Krawedzi;1000;0.20;5309.4155;149.7457
sortowanie;Lista Krawedzi;1000;0.30;7899.8959;147.6337
sortowanie;Lista Krawedzi;1000;0.40;10493.9883;119.2676
sortowanie;Lista Krawedzi;1000;0.50;13261.9823;134.8665
sortowanie;Lista Krawedzi;1000;0.60;15740.4386;185.2222
sortowanie;Lista Krawedzi;1000;0.70;18248.9006;110.0317
sortowanie;Lista Krawedzi;1000;0.80;20735.1934;143.9894
sortowanie;Lista Krawedzi;1000;0.90;23226.3170;138.2310
